match_id,innings,over,ball,batting_team,bowling_team,event,runs,score,wickets,target,balls_left,win_probability,market_price,buy_price,sell_price
CSK_MI_PREMIUM_001,1,6,1,CSK,MI,DOUBLE,2,72,0,,89,77.33,259.31,260.31,258.31
CSK_MI_PREMIUM_001,1,6,2,CSK,MI,SIX,6,78,0,,88,80.16,270.66,271.66,269.66
CSK_MI_PREMIUM_001,1,6,3,CSK,MI,THREE,3,81,0,,87,80.57,272.29,273.29,271.29
CSK_MI_PREMIUM_001,1,6,4,CSK,MI,SINGLE,1,82,0,,86,81.17,274.67,275.67,273.67
CSK_MI_PREMIUM_001,1,6,5,CSK,MI,FOUR,4,86,0,,85,82.76,281.03,282.03,280.03
CSK_MI_PREMIUM_001,1,6,6,CSK,MI,DOT,0,86,0,,84,82.32,279.27,280.27,278.27
CSK_MI_PREMIUM_001,1,7,1,CSK,MI,SINGLE,1,87,0,,83,82.7,280.8,281.8,279.8
CSK_MI_PREMIUM_001,1,7,2,CSK,MI,SINGLE,1,88,0,,82,83.32,283.29,284.29,282.29
CSK_MI_PREMIUM_001,1,7,3,CSK,MI,DOUBLE,2,90,0,,81,83.58,284.32,285.32,283.32
CSK_MI_PREMIUM_001,1,7,4,CSK,MI,WICKET,0,90,1,,80,80.56,272.26,273.26,271.26
CSK_MI_PREMIUM_001,1,7,5,CSK,MI,SINGLE,1,91,1,,79,81.21,274.85,275.85,273.85
CSK_MI_PREMIUM_001,1,7,6,CSK,MI,FOUR,4,95,1,,78,83.03,282.1,283.1,281.1
CSK_MI_PREMIUM_001,1,8,1,CSK,MI,FOUR,4,99,1,,77,84.75,289.01,290.01,288.01
CSK_MI_PREMIUM_001,1,8,2,CSK,MI,SINGLE,1,100,1,,76,85.29,291.17,292.17,290.17
CSK_MI_PREMIUM_001,1,8,3,CSK,MI,DOT,0,100,1,,75,84.98,289.94,290.94,288.94
CSK_MI_PREMIUM_001,1,8,4,CSK,MI,SINGLE,1,101,1,,74,85.35,291.38,292.38,290.38
CSK_MI_PREMIUM_001,1,8,5,CSK,MI,DOT,0,101,1,,73,84.89,289.57,290.57,288.57
CSK_MI_PREMIUM_001,1,8,6,CSK,MI,SINGLE,1,102,1,,72,85.48,291.9,292.9,290.9
CSK_MI_PREMIUM_001,1,9,1,CSK,MI,SIX,6,108,1,,71,88.85,305.39,306.39,304.39
CSK_MI_PREMIUM_001,1,9,2,CSK,MI,DOUBLE,2,110,1,,70,89.5,308.01,309.01,307.01
CSK_MI_PREMIUM_001,1,9,3,CSK,MI,SINGLE,1,111,1,,69,89.76,309.04,310.04,308.04
CSK_MI_PREMIUM_001,1,9,4,CSK,MI,DOT,0,111,1,,68,89.62,308.46,309.46,307.46
CSK_MI_PREMIUM_001,1,9,5,CSK,MI,DOUBLE,2,113,1,,67,90.25,311.0,312.0,310.0
CSK_MI_PREMIUM_001,1,9,6,CSK,MI,WICKET,0,113,2,,66,87.36,299.43,300.43,298.43
CSK_MI_PREMIUM_001,1,10,1,CSK,MI,SINGLE,1,114,2,,65,87.77,301.08,302.08,300.08
CSK_MI_PREMIUM_001,1,10,2,CSK,MI,DOT,0,114,2,,64,87.43,299.72,300.72,298.72
CSK_MI_PREMIUM_001,1,10,3,CSK,MI,SINGLE,1,115,2,,63,87.94,301.76,302.76,300.76
CSK_MI_PREMIUM_001,1,10,4,CSK,MI,DOUBLE,2,117,2,,62,88.49,303.96,304.96,302.96
CSK_MI_PREMIUM_001,1,10,5,CSK,MI,SINGLE,1,118,2,,61,88.94,305.76,306.76,304.76
CSK_MI_PREMIUM_001,1,10,6,CSK,MI,DOT,0,118,2,,60,88.8,305.19,306.19,304.19
CSK_MI_PREMIUM_001,1,11,1,CSK,MI,THREE,3,121,2,,59,89.27,307.09,308.09,306.09
CSK_MI_PREMIUM_001,1,11,2,CSK,MI,SINGLE,1,122,2,,58,89.88,309.51,310.51,308.51
CSK_MI_PREMIUM_001,1,11,3,CSK,MI,SINGLE,1,123,2,,57,90.39,311.57,312.57,310.57
CSK_MI_PREMIUM_001,1,11,4,CSK,MI,FOUR,4,127,2,,56,92.36,319.44,320.44,318.44
CSK_MI_PREMIUM_001,1,11,5,CSK,MI,DOT,0,127,2,,55,92.09,318.36,319.36,317.36
CSK_MI_PREMIUM_001,1,11,6,CSK,MI,DOUBLE,2,129,2,,54,92.38,319.52,320.52,318.52
CSK_MI_PREMIUM_001,1,12,1,CSK,MI,DOUBLE,2,131,2,,53,92.76,321.04,322.04,320.04
CSK_MI_PREMIUM_001,1,12,2,CSK,MI,SIX,6,137,2,,52,95.0,331.54,332.54,330.54
CSK_MI_PREMIUM_001,1,12,3,CSK,MI,DOUBLE,2,139,2,,51,95.0,333.5,334.5,332.5
CSK_MI_PREMIUM_001,1,12,4,CSK,MI,SIX,6,145,2,,50,95.0,346.28,347.28,345.28
CSK_MI_PREMIUM_001,1,12,5,CSK,MI,DOT,0,145,2,,49,95.0,345.44,346.44,344.44
CSK_MI_PREMIUM_001,1,12,6,CSK,MI,DOT,0,145,2,,48,95.0,343.97,344.97,342.97
CSK_MI_PREMIUM_001,1,13,1,CSK,MI,SIX,6,151,2,,47,95.0,357.06,358.06,356.06
CSK_MI_PREMIUM_001,1,13,2,CSK,MI,DOT,0,151,2,,46,95.0,356.04,357.04,355.04
CSK_MI_PREMIUM_001,1,13,3,CSK,MI,FOUR,4,155,2,,45,95.0,362.75,363.75,361.75
CSK_MI_PREMIUM_001,1,13,4,CSK,MI,SINGLE,1,156,2,,44,95.0,365.18,366.18,364.18
CSK_MI_PREMIUM_001,1,13,5,CSK,MI,FOUR,4,160,2,,43,95.0,370.83,371.83,369.83
CSK_MI_PREMIUM_001,1,13,6,CSK,MI,SINGLE,1,161,2,,42,95.0,372.94,373.94,371.94
CSK_MI_PREMIUM_001,1,14,1,CSK,MI,SINGLE,1,162,2,,41,95.0,375.85,376.85,374.85
CSK_MI_PREMIUM_001,1,14,2,CSK,MI,FOUR,4,166,2,,40,95.0,383.13,384.13,382.13
CSK_MI_PREMIUM_001,1,14,3,CSK,MI,SINGLE,1,167,2,,39,95.0,385.39,386.39,384.39
CSK_MI_PREMIUM_001,1,14,4,CSK,MI,SINGLE,1,168,2,,38,95.0,388.06,389.06,387.06
CSK_MI_PREMIUM_001,1,14,5,CSK,MI,SINGLE,1,169,2,,37,95.0,389.58,390.58,388.58
CSK_MI_PREMIUM_001,1,14,6,CSK,MI,DOUBLE,2,171,2,,36,95.0,392.38,393.38,391.38
CSK_MI_PREMIUM_001,1,15,1,CSK,MI,DOUBLE,2,173,2,,35,95.0,393.41,394.41,392.41
CSK_MI_PREMIUM_001,1,15,2,CSK,MI,SINGLE,1,174,2,,34,95.0,394.66,395.66,393.66
CSK_MI_PREMIUM_001,1,15,3,CSK,MI,FOUR,4,178,2,,33,95.0,402.46,403.46,401.46
CSK_MI_PREMIUM_001,1,15,4,CSK,MI,SIX,6,184,2,,32,95.0,414.11,415.11,413.11
CSK_MI_PREMIUM_001,1,15,5,CSK,MI,FOUR,4,188,2,,31,95.0,421.88,422.88,420.88
CSK_MI_PREMIUM_001,1,15,6,CSK,MI,SINGLE,1,189,2,,30,95.0,423.81,424.81,422.81
CSK_MI_PREMIUM_001,1,16,1,CSK,MI,DOT,0,189,2,,29,95.0,422.28,423.28,421.28
CSK_MI_PREMIUM_001,1,16,2,CSK,MI,FOUR,4,193,2,,28,95.0,430.05,431.05,429.05
CSK_MI_PREMIUM_001,1,16,3,CSK,MI,DOT,0,193,2,,27,95.0,429.01,430.01,428.01
CSK_MI_PREMIUM_001,1,16,4,CSK,MI,DOUBLE,2,195,2,,26,95.0,430.06,431.06,429.06
CSK_MI_PREMIUM_001,1,16,5,CSK,MI,SINGLE,1,196,2,,25,95.0,432.98,433.98,431.98
CSK_MI_PREMIUM_001,1,16,6,CSK,MI,SINGLE,1,197,2,,24,95.0,435.51,436.51,434.51
CSK_MI_PREMIUM_001,1,17,1,CSK,MI,DOT,0,197,2,,23,95.0,434.2,435.2,433.2
CSK_MI_PREMIUM_001,1,17,2,CSK,MI,FOUR,4,201,2,,22,95.0,441.37,442.37,440.37
CSK_MI_PREMIUM_001,1,17,3,CSK,MI,FOUR,4,205,2,,21,95.0,446.72,447.72,445.72
CSK_MI_PREMIUM_001,1,17,4,CSK,MI,DOUBLE,2,207,2,,20,95.0,449.02,450.02,448.02
CSK_MI_PREMIUM_001,1,17,5,CSK,MI,SINGLE,1,208,2,,19,95.0,451.17,452.17,450.17
CSK_MI_PREMIUM_001,1,17,6,CSK,MI,DOUBLE,2,210,2,,18,95.0,452.65,453.65,451.65
CSK_MI_PREMIUM_001,1,18,1,CSK,MI,SINGLE,1,211,2,,17,95.0,453.9,454.9,452.9
CSK_MI_PREMIUM_001,1,18,2,CSK,MI,FOUR,4,215,2,,16,95.0,461.71,462.71,460.71
CSK_MI_PREMIUM_001,1,18,3,CSK,MI,DOUBLE,2,217,2,,15,95.0,463.22,464.22,462.22
CSK_MI_PREMIUM_001,1,18,4,CSK,MI,SINGLE,1,218,2,,14,95.0,464.77,465.77,463.77
CSK_MI_PREMIUM_001,1,18,5,CSK,MI,SINGLE,1,219,2,,13,95.0,466.4,467.4,465.4
CSK_MI_PREMIUM_001,1,18,6,CSK,MI,FOUR,4,223,2,,12,95.0,473.92,474.92,472.92
CSK_MI_PREMIUM_001,1,19,1,CSK,MI,FOUR,4,227,2,,11,95.0,481.8,482.8,480.8
CSK_MI_PREMIUM_001,1,19,2,CSK,MI,SINGLE,1,228,2,,10,95.0,484.07,485.07,483.07
CSK_MI_PREMIUM_001,1,19,3,CSK,MI,DOUBLE,2,230,2,,9,95.0,486.38,487.38,485.38
CSK_MI_PREMIUM_001,1,19,4,CSK,MI,WICKET,0,230,3,,8,95.0,471.54,472.54,470.54
CSK_MI_PREMIUM_001,1,19,5,CSK,MI,DOT,0,230,3,,7,95.0,470.02,471.02,469.02
CSK_MI_PREMIUM_001,1,19,6,CSK,MI,DOT,0,230,3,,6,95.0,468.16,469.16,467.16
CSK_MI_PREMIUM_001,1,20,1,CSK,MI,DOT,0,230,3,,5,95.0,466.23,467.23,465.23
CSK_MI_PREMIUM_001,1,20,2,CSK,MI,THREE,3,233,3,,4,95.0,467.92,468.92,466.92
CSK_MI_PREMIUM_001,1,20,3,CSK,MI,DOUBLE,2,235,3,,3,95.0,470.19,471.19,469.19
CSK_MI_PREMIUM_001,1,20,4,CSK,MI,DOUBLE,2,237,3,,2,95.0,472.77,473.77,471.77
CSK_MI_PREMIUM_001,1,20,5,CSK,MI,SINGLE,1,238,3,,1,95.0,475.03,476.03,474.03
CSK_MI_PREMIUM_001,1,20,6,CSK,MI,DOT,0,238,3,,0,95.0,473.1,474.1,472.1
CSK_MI_PREMIUM_001,2,1,1,MI,CSK,THREE,3,3,0,239,119,50.6,152.4,153.4,151.4
CSK_MI_PREMIUM_001,2,1,2,MI,CSK,FOUR,4,7,0,239,118,51.91,157.66,158.66,156.66
CSK_MI_PREMIUM_001,2,1,3,MI,CSK,SIX,6,13,0,239,117,54.12,166.49,167.49,165.49
CSK_MI_PREMIUM_001,2,1,4,MI,CSK,DOT,0,13,0,239,116,53.99,165.96,166.96,164.96
CSK_MI_PREMIUM_001,2,1,5,MI,CSK,DOT,0,13,0,239,115,53.65,164.58,165.58,163.58
CSK_MI_PREMIUM_001,2,1,6,MI,CSK,DOT,0,13,0,239,114,53.38,163.51,164.51,162.51
CSK_MI_PREMIUM_001,2,2,1,MI,CSK,FOUR,4,17,0,239,113,55.11,170.45,171.45,169.45
CSK_MI_PREMIUM_001,2,2,2,MI,CSK,FOUR,4,21,0,239,112,56.43,175.7,176.7,174.7
CSK_MI_PREMIUM_001,2,2,3,MI,CSK,DOUBLE,2,23,0,239,111,56.81,177.22,178.22,176.22
CSK_MI_PREMIUM_001,2,2,4,MI,CSK,WICKET,0,23,1,239,110,53.77,165.08,166.08,164.08
CSK_MI_PREMIUM_001,2,2,5,MI,CSK,SINGLE,1,24,1,239,109,54.17,166.66,167.66,165.66
CSK_MI_PREMIUM_001,2,2,6,MI,CSK,DOUBLE,2,26,1,239,108,54.9,169.61,170.61,168.61
CSK_MI_PREMIUM_001,2,3,1,MI,CSK,SIX,6,32,1,239,107,56.92,177.66,178.66,176.66
CSK_MI_PREMIUM_001,2,3,2,MI,CSK,DOUBLE,2,34,1,239,106,57.38,179.51,180.51,178.51
CSK_MI_PREMIUM_001,2,3,3,MI,CSK,DOT,0,34,1,239,105,56.89,177.54,178.54,176.54
CSK_MI_PREMIUM_001,2,3,4,MI,CSK,SINGLE,1,35,1,239,104,57.39,179.57,180.57,178.57
CSK_MI_PREMIUM_001,2,3,5,MI,CSK,FOUR,4,39,1,239,103,58.77,185.06,186.06,184.06
CSK_MI_PREMIUM_001,2,3,6,MI,CSK,FOUR,4,43,1,239,102,60.68,192.71,193.71,191.71
CSK_MI_PREMIUM_001,2,4,1,MI,CSK,SINGLE,1,44,1,239,101,61.12,194.46,195.46,193.46
CSK_MI_PREMIUM_001,2,4,2,MI,CSK,SINGLE,1,45,1,239,100,61.44,195.77,196.77,194.77
CSK_MI_PREMIUM_001,2,4,3,MI,CSK,SINGLE,1,46,1,239,99,62.18,198.74,199.74,197.74
CSK_MI_PREMIUM_001,2,4,4,MI,CSK,DOT,0,46,1,239,98,61.79,197.15,198.15,196.15
CSK_MI_PREMIUM_001,2,4,5,MI,CSK,FOUR,4,50,1,239,97,63.52,204.09,205.09,203.09
CSK_MI_PREMIUM_001,2,4,6,MI,CSK,DOT,0,50,1,239,96,63.35,203.41,204.41,202.41
CSK_MI_PREMIUM_001,2,5,1,MI,CSK,THREE,3,53,1,239,95,63.94,205.78,206.78,204.78
CSK_MI_PREMIUM_001,2,5,2,MI,CSK,FOUR,4,57,1,239,94,65.26,211.03,212.03,210.03
CSK_MI_PREMIUM_001,2,5,3,MI,CSK,SINGLE,1,58,1,239,93,65.75,213.01,214.01,212.01
CSK_MI_PREMIUM_001,2,5,4,MI,CSK,SIX,6,64,1,239,92,68.09,222.37,223.37,221.37
CSK_MI_PREMIUM_001,2,5,5,MI,CSK,FOUR,4,68,1,239,91,69.59,228.37,229.37,227.37
CSK_MI_PREMIUM_001,2,5,6,MI,CSK,SIX,6,74,1,239,90,72.88,241.51,242.51,240.51
CSK_MI_PREMIUM_001,2,6,1,MI,CSK,SINGLE,1,75,1,239,89,73.53,244.12,245.12,243.12
CSK_MI_PREMIUM_001,2,6,2,MI,CSK,FOUR,4,79,1,239,88,75.04,250.17,251.17,249.17
CSK_MI_PREMIUM_001,2,6,3,MI,CSK,DOUBLE,2,81,1,239,87,75.69,252.77,253.77,251.77
CSK_MI_PREMIUM_001,2,6,4,MI,CSK,SINGLE,1,82,1,239,86,76.32,255.26,256.26,254.26
CSK_MI_PREMIUM_001,2,6,5,MI,CSK,SINGLE,1,83,1,239,85,76.7,256.8,257.8,255.8
CSK_MI_PREMIUM_001,2,6,6,MI,CSK,DOUBLE,2,85,1,239,84,77.37,259.48,260.48,258.48
CSK_MI_PREMIUM_001,2,7,1,MI,CSK,SINGLE,1,86,1,239,83,77.93,261.73,262.73,260.73
CSK_MI_PREMIUM_001,2,7,2,MI,CSK,DOT,0,86,1,239,82,77.6,260.39,261.39,259.39
CSK_MI_PREMIUM_001,2,7,3,MI,CSK,SINGLE,1,87,1,239,81,78.08,262.31,263.31,261.31
CSK_MI_PREMIUM_001,2,7,4,MI,CSK,SINGLE,1,88,1,239,80,78.68,264.74,265.74,263.74
CSK_MI_PREMIUM_001,2,7,5,MI,CSK,DOUBLE,2,90,1,239,79,79.27,267.1,268.1,266.1
CSK_MI_PREMIUM_001,2,7,6,MI,CSK,DOT,0,90,1,239,78,78.83,265.33,266.33,264.33
CSK_MI_PREMIUM_001,2,8,1,MI,CSK,FOUR,4,94,1,239,77,80.49,271.97,272.97,270.97
CSK_MI_PREMIUM_001,2,8,2,MI,CSK,DOUBLE,2,96,1,239,76,80.91,273.63,274.63,272.63
CSK_MI_PREMIUM_001,2,8,3,MI,CSK,SIX,6,102,1,239,75,82.92,281.69,282.69,280.69
CSK_MI_PREMIUM_001,2,8,4,MI,CSK,SINGLE,1,103,1,239,74,83.34,283.36,284.36,282.36
CSK_MI_PREMIUM_001,2,8,5,MI,CSK,DOUBLE,2,105,1,239,73,83.98,285.91,286.91,284.91
CSK_MI_PREMIUM_001,2,8,6,MI,CSK,DOT,0,105,1,239,72,83.73,284.91,285.91,283.91
CSK_MI_PREMIUM_001,2,9,1,MI,CSK,WICKET,0,105,2,239,71,81.34,275.37,276.37,274.37
CSK_MI_PREMIUM_001,2,9,2,MI,CSK,DOT,0,105,2,239,70,81.12,274.46,275.46,273.46
CSK_MI_PREMIUM_001,2,9,3,MI,CSK,WICKET,0,105,3,239,69,78.75,265.0,266.0,264.0
CSK_MI_PREMIUM_001,2,9,4,MI,CSK,SINGLE,1,106,3,239,68,79.31,267.26,268.26,266.26
CSK_MI_PREMIUM_001,2,9,5,MI,CSK,FOUR,4,110,3,239,67,80.97,273.88,274.88,272.88
CSK_MI_PREMIUM_001,2,9,6,MI,CSK,WICKET,0,110,4,239,66,78.8,265.21,266.21,264.21
CSK_MI_PREMIUM_001,2,10,1,MI,CSK,SINGLE,1,111,4,239,65,79.28,267.13,268.13,266.13
CSK_MI_PREMIUM_001,2,10,2,MI,CSK,SINGLE,1,112,4,239,64,79.69,268.75,269.75,267.75
CSK_MI_PREMIUM_001,2,10,3,MI,CSK,FOUR,4,116,4,239,63,81.45,275.8,276.8,274.8
CSK_MI_PREMIUM_001,2,10,4,MI,CSK,SINGLE,1,117,4,239,62,81.83,277.34,278.34,276.34
CSK_MI_PREMIUM_001,2,10,5,MI,CSK,SINGLE,1,118,4,239,61,82.45,279.81,280.81,278.81
CSK_MI_PREMIUM_001,2,10,6,MI,CSK,DOT,0,118,4,239,60,81.99,277.94,278.94,276.94
CSK_MI_PREMIUM_001,2,11,1,MI,CSK,DOUBLE,2,120,4,239,59,82.41,279.64,280.64,278.64
CSK_MI_PREMIUM_001,2,11,2,MI,CSK,SINGLE,1,121,4,239,58,83.1,282.4,283.4,281.4
CSK_MI_PREMIUM_001,2,11,3,MI,CSK,SINGLE,1,122,4,239,57,83.6,284.38,285.38,283.38
CSK_MI_PREMIUM_001,2,11,4,MI,CSK,WICKET,0,122,5,239,56,80.18,270.72,271.72,269.72
CSK_MI_PREMIUM_001,2,11,5,MI,CSK,SIX,6,128,5,239,55,82.48,279.91,280.91,278.91
CSK_MI_PREMIUM_001,2,11,6,MI,CSK,DOT,0,128,5,239,54,82.2,278.81,279.81,277.81
CSK_MI_PREMIUM_001,2,12,1,MI,CSK,SINGLE,1,129,5,239,53,82.66,280.63,281.63,279.63
CSK_MI_PREMIUM_001,2,12,2,MI,CSK,SIX,6,135,5,239,52,85.65,292.6,293.6,291.6
CSK_MI_PREMIUM_001,2,12,3,MI,CSK,SIX,6,141,5,239,51,88.1,302.39,303.39,301.39
CSK_MI_PREMIUM_001,2,12,4,MI,CSK,SINGLE,1,142,5,239,50,88.6,304.41,305.41,303.41
CSK_MI_PREMIUM_001,2,12,5,MI,CSK,DOUBLE,2,144,5,239,49,89.01,306.05,307.05,305.05
CSK_MI_PREMIUM_001,2,12,6,MI,CSK,SINGLE,1,145,5,239,48,89.76,309.03,310.03,308.03
CSK_MI_PREMIUM_001,2,13,1,MI,CSK,SINGLE,1,146,5,239,47,90.14,310.54,311.54,309.54
CSK_MI_PREMIUM_001,2,13,2,MI,CSK,DOT,0,146,5,239,46,89.81,309.26,310.26,308.26
CSK_MI_PREMIUM_001,2,13,3,MI,CSK,SINGLE,1,147,5,239,45,90.37,311.48,312.48,310.48
CSK_MI_PREMIUM_001,2,13,4,MI,CSK,DOUBLE,2,149,5,239,44,90.72,312.9,313.9,311.9
CSK_MI_PREMIUM_001,2,13,5,MI,CSK,FOUR,4,153,5,239,43,92.36,319.44,320.44,318.44
CSK_MI_PREMIUM_001,2,13,6,MI,CSK,SINGLE,1,154,5,239,42,93.05,322.19,323.19,321.19
CSK_MI_PREMIUM_001,2,14,1,MI,CSK,FOUR,4,158,5,239,41,94.93,329.71,330.71,328.71
CSK_MI_PREMIUM_001,2,14,2,MI,CSK,DOT,0,158,5,239,40,94.66,328.62,329.62,327.62
CSK_MI_PREMIUM_001,2,14,3,MI,CSK,FOUR,4,162,5,239,39,95.0,334.08,335.08,333.08
CSK_MI_PREMIUM_001,2,14,4,MI,CSK,DOT,0,162,5,239,38,95.0,332.48,333.48,331.48
CSK_MI_PREMIUM_001,2,14,5,MI,CSK,SIX,6,168,5,239,37,95.0,344.43,345.43,343.43
CSK_MI_PREMIUM_001,2,14,6,MI,CSK,FOUR,4,172,5,239,36,95.0,349.53,350.53,348.53
CSK_MI_PREMIUM_001,2,15,1,MI,CSK,DOT,0,172,5,239,35,95.0,348.76,349.76,347.76
CSK_MI_PREMIUM_001,2,15,2,MI,CSK,FOUR,4,176,5,239,34,95.0,354.83,355.83,353.83
CSK_MI_PREMIUM_001,2,15,3,MI,CSK,SINGLE,1,177,5,239,33,95.0,355.94,356.94,354.94
CSK_MI_PREMIUM_001,2,15,4,MI,CSK,SINGLE,1,178,5,239,32,95.0,358.22,359.22,357.22
CSK_MI_PREMIUM_001,2,15,5,MI,CSK,FOUR,4,182,5,239,31,95.0,363.31,364.31,362.31
CSK_MI_PREMIUM_001,2,15,6,MI,CSK,DOUBLE,2,184,5,239,30,95.0,365.39,366.39,364.39
CSK_MI_PREMIUM_001,2,16,1,MI,CSK,SIX,6,190,5,239,29,95.0,374.32,375.32,373.32
CSK_MI_PREMIUM_001,2,16,2,MI,CSK,FOUR,4,194,5,239,28,95.0,379.44,380.44,378.44
CSK_MI_PREMIUM_001,2,16,3,MI,CSK,WICKET,0,194,6,239,27,95.0,370.78,371.78,369.78
CSK_MI_PREMIUM_001,2,16,4,MI,CSK,FOUR,4,198,6,239,26,95.0,378.22,379.22,377.22
CSK_MI_PREMIUM_001,2,16,5,MI,CSK,SIX,6,204,6,239,25,95.0,387.2,388.2,386.2
CSK_MI_PREMIUM_001,2,16,6,MI,CSK,SIX,6,210,6,239,24,95.0,397.74,398.74,396.74
CSK_MI_PREMIUM_001,2,17,1,MI,CSK,THREE,3,213,6,239,23,95.0,399.08,400.08,398.08
CSK_MI_PREMIUM_001,2,17,2,MI,CSK,DOT,0,213,6,239,22,95.0,398.26,399.26,397.26
CSK_MI_PREMIUM_001,2,17,3,MI,CSK,DOT,0,213,6,239,21,95.0,397.13,398.13,396.13
CSK_MI_PREMIUM_001,2,17,4,MI,CSK,DOT,0,213,6,239,20,95.0,395.57,396.57,394.57
CSK_MI_PREMIUM_001,2,17,5,MI,CSK,FOUR,4,217,6,239,19,95.0,401.89,402.89,400.89
CSK_MI_PREMIUM_001,2,17,6,MI,CSK,FOUR,4,221,6,239,18,95.0,407.17,408.17,406.17
CSK_MI_PREMIUM_001,2,18,1,MI,CSK,SIX,6,227,6,239,17,95.0,415.86,416.86,414.86
CSK_MI_PREMIUM_001,2,18,2,MI,CSK,FOUR,4,231,6,239,16,95.0,422.73,423.73,421.73
CSK_MI_PREMIUM_001,2,18,3,MI,CSK,SINGLE,1,232,6,239,15,95.0,425.01,426.01,424.01
CSK_MI_PREMIUM_001,2,18,4,MI,CSK,DOT,0,232,6,239,14,95.0,423.04,424.04,422.04
CSK_MI_PREMIUM_001,2,18,5,MI,CSK,WICKET,0,232,7,239,13,95.0,408.24,409.24,407.24
CSK_MI_PREMIUM_001,2,18,6,MI,CSK,DOT,0,232,7,239,12,95.0,406.56,407.56,405.56
CSK_MI_PREMIUM_001,2,19,1,MI,CSK,DOUBLE,2,234,7,239,11,95.0,407.58,408.58,406.58
CSK_MI_PREMIUM_001,2,19,2,MI,CSK,DOT,0,234,7,239,10,95.0,405.82,406.82,404.82
CSK_MI_PREMIUM_001,2,19,3,MI,CSK,SINGLE,1,235,7,239,9,95.0,408.4,409.4,407.4
CSK_MI_PREMIUM_001,2,19,4,MI,CSK,DOT,0,235,7,239,8,95.0,407.22,408.22,406.22
